Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An Optimized Active Learning TCM-KNN Algorithm Based on Intrusion Detection System","Congress on Intelligent Systems","","","","10.1007/978-981-16-9416-5_45","Reenu BatraManish MahajanAmit Goel","2022","http://link.springer.com/chapter/10.1007/978-981-16-9416-5_45","Chapter"
"Concepts for Reliable Communication in a Software-Defined Network Architecture","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-66284-8_15","Ferdinand von TüllenburgThomas Pfeiffenberger","2017","http://link.springer.com/chapter/10.1007/978-3-319-66284-8_15","Chapter"
"Software Defined Network Partitioning with Graph Partitioning Algorithms","Emerging Trends in Intelligent Computing and Informatics","","","","10.1007/978-3-030-33582-3_54","Shivaleela ArlimattiWalid ElbriekiSuhaidi HassanAdib Habbal","2020","http://link.springer.com/chapter/10.1007/978-3-030-33582-3_54","Chapter"
"Testing the Functionality of Firewall in Software-Defined Networking","Artificial Intelligence and Evolutionary Computations in Engineering Systems","","","","10.1007/978-981-10-7868-2_1","Adebayo Oluwaseun AdedayoBhekisipho Twala","2018","http://link.springer.com/chapter/10.1007/978-981-10-7868-2_1","Chapter"
"Spatial Dependency in Software-Defined Networking In-Band Monitoring: Challenges and Future Perspective","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-031-14391-5_12","Chin Jun NanTan Saw Chin","2022","http://link.springer.com/chapter/10.1007/978-3-031-14391-5_12","Chapter"
"Energy Efficient Target Coverage in Partially Deployed Software Defined Wireless Sensor Network","Cognitive Radio Oriented Wireless Networks","","","","10.1007/978-3-319-40352-6_60","Slavica TomovicIgor Radusinovic","2016","http://link.springer.com/chapter/10.1007/978-3-319-40352-6_60","Chapter"
"Software Defined Networks Centered Group Based Access Control Service for Internet of Things Applications","Advances in Cyber Security","","","","10.1007/978-981-33-6835-4_4","Antony TaurshiaG. Jaspher W. Kathrine","2021","http://link.springer.com/chapter/10.1007/978-981-33-6835-4_4","Chapter"
"Challenges and Future Direction of Time-Sensitive Software-Defined Networking (TSSDN) in Automation Industry","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-24907-6_24","Ng Kean HaurTan Saw Chin","2019","http://link.springer.com/chapter/10.1007/978-3-030-24907-6_24","Chapter"
"Expansion Adaptation of Attack-Aware Controller-Link-Switch Cost Minimization Placement in Software-Defined Networking","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-68851-6_16","Cheng Chi QinTan Saw ChinLee Ching KwangZulfadzli YusoffRizaluddin Kaspin","2021","http://link.springer.com/chapter/10.1007/978-3-030-68851-6_16","Chapter"
"Toward an Ultra-low Latency and Energy Efficient LoRaWAN","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-030-30859-9_20","Mohammed Saleh Ali MuthannaPing WangMin WeiAbdelhamied A. AteyaAmmar Muthanna","2019","http://link.springer.com/chapter/10.1007/978-3-030-30859-9_20","Chapter"
"User-Centric vs Network-Centric Vertical Handover Algorithms in 5G Vehicular Networks","Internet of Vehicles. Technologies and Services Towards Smart City","","","","10.1007/978-3-030-05081-8_4","Nadia MouawadRola NajaSamir Tohme","2018","http://link.springer.com/chapter/10.1007/978-3-030-05081-8_4","Chapter"
"Enabling Software Defined Networking for Industry 4.0 Using OpenStack","Cross Reality and Data Science in Engineering","","","","10.1007/978-3-030-52575-0_49","Venkata Vivek GowripeddiNithya GanesanSamar ShailendraB. ThangarajuJyotsna Bapat","2021","http://link.springer.com/chapter/10.1007/978-3-030-52575-0_49","Chapter"
"Improved Sparse PLSR and Run-To-Run Algorithms for Traffic Matrix Prediction in Software-Defined Networks","Emergent Converging Technologies and Biomedical Systems","","","","10.1007/978-981-16-8774-7_19","Madhwaraj Kango GopalM. AmirthavalliB. Meenakshi Sundaram","2022","http://link.springer.com/chapter/10.1007/978-981-16-8774-7_19","Chapter"
"Formal Modeling and Verification of Software-Defined Networking with Multiple Controllers","Testbeds and Research Infrastructures for the Development of Networks and Communications","","","","10.1007/978-3-030-43215-7_6","Miyoung KangJin-Young Choi","2020","http://link.springer.com/chapter/10.1007/978-3-030-43215-7_6","Chapter"
"A Pilot Study in Software-Defined Networking Using Wireshark for Analyzing Network Parameters to Detect DDoS Attacks","Information and Communication Technology for Competitive Strategies (ICTCS 2020)","","","","10.1007/978-981-16-0882-7_41","Josy Elsa VargheseBalachandra Muniyal","2021","http://link.springer.com/chapter/10.1007/978-981-16-0882-7_41","Chapter"
"Securing Software Defining Network from Emerging DDoS Attack","HCI for Cybersecurity, Privacy and Trust","","","","10.1007/978-3-031-05563-8_7","Temechu G. ZewdieAnteneh Girma","2022","http://link.springer.com/chapter/10.1007/978-3-031-05563-8_7","Chapter"
"Botnet Detection in Software Defined Networks by Deep Learning Techniques","Cyberspace Safety and Security","","","","10.1007/978-3-030-01689-0_4","Ivan LetteriGiuseppe Della PennaGiovanni De Gasperis","2018","http://link.springer.com/chapter/10.1007/978-3-030-01689-0_4","Chapter"
"Review of Software Defined Integrated Satellite-Terrestrial Network","ICCCE 2019","","","","10.1007/978-981-13-8715-9_40","Diksha BhoyarMegha KadamPadmavati Sarode","2020","http://link.springer.com/chapter/10.1007/978-981-13-8715-9_40","Chapter"
"Development Environment for Software-Defined Smart City Networks","Intelligent Technologies and Applications","","","","10.1007/978-3-031-10525-8_8","Filip Holik","2022","http://link.springer.com/chapter/10.1007/978-3-031-10525-8_8","Chapter"
"A Network Energy Efficiency Measurement Method for Cloud-Edge Communication Networks","Simulation Tools and Techniques","","","","10.1007/978-3-030-72792-5_5","Ningzhe XingChuan LiuRui MaJing TaoShidong LiuYutong Ji","2021","http://link.springer.com/chapter/10.1007/978-3-030-72792-5_5","Chapter"
"Dynamic Routing in Software-Defined Networks","Emerging Research in Electronics, Computer Science and Technology","","","","10.1007/978-981-13-5802-9_89","Mohammed Moin MullaAkshay KhotAnusha PatilD. G. Chandani","2019","http://link.springer.com/chapter/10.1007/978-981-13-5802-9_89","Chapter"
"Cost-Aware Big Data Stream Processing in Cloud Environment","Cloud Computing","","","","10.1007/978-3-030-69992-5_10","Ahmed Al-MansooriJemal AbawajyMorshed Chowdhury","2021","http://link.springer.com/chapter/10.1007/978-3-030-69992-5_10","Chapter"
"QoE-Oriented Routing Model for the Future Intent-Based Networking","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_7","Andrii PryslupskyiMykola BeshleyHalyna BeshleyYuliia PyrihAndriy Branytskyy","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_7","Chapter"
"PDCloudEX Software Defined Network","International Conference on Intelligent Emerging Methods of Artificial Intelligence & Cloud Computing","","","","10.1007/978-3-030-92905-3_7","Deepak MishraDinesh BeheraAlekhya ChallaChandrahasa Vemu","2022","http://link.springer.com/chapter/10.1007/978-3-030-92905-3_7","Chapter"
"Network-Aware QoS Routing for Smart Grids Using Software Defined Networks","Smart City 360°","","","","10.1007/978-3-319-33681-7_32","Jinjing ZhaoEman HammadAbdallah FarrajDeepa Kundur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_32","Chapter"
"Analysis and Evaluation of OpenFlow Message Usage for Security Applications","Management and Security in the Age of Hyperconnectivity","","","","10.1007/978-3-319-39814-3_9","Sebastian SeeberGabi Dreo RodosekGaëtan HurelRémi Badonnel","2016","http://link.springer.com/chapter/10.1007/978-3-319-39814-3_9","Chapter"
"Software-Defined Overlay Network Implementation and Its Use for Interoperable Mission Network in Military Communications","Advanced Information Networking and Applications","","","","10.1007/978-3-030-99584-3_48","Shuraia KhanFarookh Khadeer Hussain","2022","http://link.springer.com/chapter/10.1007/978-3-030-99584-3_48","Chapter"
"Safe and Secure Software-Defined Networks for Smart Electricity Substations","Intelligent Information and Database Systems","","","","10.1007/978-981-15-3380-8_16","Filip HolikMatthew BroadbentMislav FindrikPaul SmithNicholas Race","2020","http://link.springer.com/chapter/10.1007/978-981-15-3380-8_16","Chapter"
"A Comparative Review Analysis of OpenFlow and P4 Protocols Based on Software Defined Networks","Data Intelligence and Cognitive Informatics","","","","10.1007/978-981-19-6004-8_53","Lincoln S. PeterHlabi KoboViranjay M. Srivastava","2023","http://link.springer.com/chapter/10.1007/978-981-19-6004-8_53","Chapter"
"Multi-tenant Isolation in Software Defined Networks","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-030-05195-2_36","Sarah IrumPatrick LuedkeKlaus WarnkeGerrit Schulte","2019","http://link.springer.com/chapter/10.1007/978-3-030-05195-2_36","Chapter"
"A2ISDIoT: Artificial Intelligent Intrusion Detection System for Software Defined IoT Networks","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-44038-1_73","Hadda Ben ElhadjRihab JmalHajer ChelligueLamia Chaari Fourati","2020","http://link.springer.com/chapter/10.1007/978-3-030-44038-1_73","Chapter"
"SD-CCN Architecture to Improve QoE for Video Streaming Applications","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-71187-0_31","Amna FekihSonia Gaied FantarHabib Youssef","2021","http://link.springer.com/chapter/10.1007/978-3-030-71187-0_31","Chapter"
"Multi-level Stateful Firewall Mechanism for Software Defined Networks","Computer Networks","","","","10.1007/978-3-319-59767-6_22","Fahad NifeZbigniew Kotulski","2017","http://link.springer.com/chapter/10.1007/978-3-319-59767-6_22","Chapter"
"Towards Efficient and Scalable Machine Learning-Based QoS Traffic Classification in Software-Defined Network","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-030-27192-3_17","M. Z. Fatimah AudahTan Saw ChinY. ZulfadzliC. K. LeeK. Rizaluddin","2019","http://link.springer.com/chapter/10.1007/978-3-030-27192-3_17","Chapter"
"Performance Evaluation of Packet Injection and DOS Attack Controller Software (PDACS) Module","Inventive Communication and Computational Technologies","","","","10.1007/978-981-16-5529-6_60","T. G. Keerthan KumarM. S. SrikanthVivek SharmaJ. Anand Babu","2022","http://link.springer.com/chapter/10.1007/978-981-16-5529-6_60","Chapter"
"A Framework to Evaluate 5G Networks for Smart and Fail-Safe Communications in ERTMS/ETCS","Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification","","","","10.1007/978-3-319-68499-4_3","Roberto CanonicoStefano MarroneRoberto NardoneValeria Vittorini","2017","http://link.springer.com/chapter/10.1007/978-3-319-68499-4_3","Chapter"
"A Study on Securing Software Defined Networks","Web Information Systems Engineering – WISE 2017","","","","10.1007/978-3-319-68786-5_38","Raihan Ur RasoolHua WangWajid RafiqueJianming YongJinli Cao","2017","http://link.springer.com/chapter/10.1007/978-3-319-68786-5_38","Chapter"
"Energy-Efficient and Traffic-Aware Function Analysis of Network Service Orchestration","Advanced Computational Techniques for Renewable Energy Systems","","","","10.1007/978-3-031-21216-1_29","A. E. DinarS. GhoualiM. S. GuellilE. M. Onyema","2023","http://link.springer.com/chapter/10.1007/978-3-031-21216-1_29","Chapter"
"An Efficient Intrusion Detection Framework in Software-Defined Networking for Cyber Security Applications","Soft Computing and Signal Processing","","","","10.1007/978-981-19-8669-7_40","Meruva Sandhya VaniRajupudi Durga DeviDeena Babu Mandru","2023","http://link.springer.com/chapter/10.1007/978-981-19-8669-7_40","Chapter"
"Software Defined Networking Opportunities for Intelligent Security Enhancement of Industrial Control Systems","International Joint Conference SOCO’17-CISIS’17-ICEUTE’17 León, Spain, September 6–8, 2017, Proceeding","","","","10.1007/978-3-319-67180-2_56","Markel SainzMikel IturbeIñaki GaritanoUrko Zurutuza","2018","http://link.springer.com/chapter/10.1007/978-3-319-67180-2_56","Chapter"
"Effective Handover Process for Reliable Video Streaming Over Software-Defined Wireless Networking","Simulation Tools and Techniques","","","","10.1007/978-3-030-72792-5_37","Kavyashree PuttaswamiChung-Horng Lung","2021","http://link.springer.com/chapter/10.1007/978-3-030-72792-5_37","Chapter"
"Spanning Tree Protocol for Preventing Loops and Saving Energy in Software Defined Networks Along with Its Vulnerability and Threat Analyses","Intelligent Computing","","","","10.1007/978-3-030-01177-2_84","Aleena RehmanFarhan A. SiddiquiJibran R. KhanMuhammad Saeed","2019","http://link.springer.com/chapter/10.1007/978-3-030-01177-2_84","Chapter"
"A Proposal for IP Spoofing Mitigation at Origin in Homenet Using Software-Defined Networking","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24289-3_15","Manoel F. RamosBruno L. DalmazoJeferson C. Nobre","2019","http://link.springer.com/chapter/10.1007/978-3-030-24289-3_15","Chapter"
"Developing Small Size Low-Cost Software-Defined Networking Switch Using Raspberry Pi","Next-Generation Networks","","","","10.1007/978-981-10-6005-2_16","Vipin GuptaKaramjeet KaurSukhveer Kaur","2018","http://link.springer.com/chapter/10.1007/978-981-10-6005-2_16","Chapter"
"Improving the Efficiency of WebRTC Layered Simulcast Using Software Defined Networking","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-031-40467-2_2","Agnieszka ChodorekRobert R. ChodorekKrzysztof Wajda","2023","http://link.springer.com/chapter/10.1007/978-3-031-40467-2_2","Chapter"
"A Novel Salp Swarm Algorithm for Controller Placement Problem","Trends in Computational Intelligence, Security and Internet of Things","","","","10.1007/978-3-030-66763-4_3","Sanjai PathakAshish ManiMayank SharmaAmlan Chatterjee","2020","http://link.springer.com/chapter/10.1007/978-3-030-66763-4_3","Chapter"
"Flexible Configuration of Application-Centric Virtualized Computing Infrastructure","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21410-8_27","Vladimir KorkhovSergey KobyshevArtem Krosheninnikov","2015","http://link.springer.com/chapter/10.1007/978-3-319-21410-8_27","Chapter"
"OR-Benchmark: An Open and Reconfigurable Digital Watermarking Benchmarking Framework","Computer Security","","","","10.1007/978-3-030-66504-3_15","Hui WangAnthony T. S. HoShujun Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-66504-3_15","Chapter"
"Automatic Repair for Network Programs","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-99527-0_19","Lei ShiYuepeng WangRajeev AlurBoon Thau Loo","2022","http://link.springer.com/chapter/10.1007/978-3-030-99527-0_19","Chapter"
"Precise Regression Benchmarking with Random Effects: Improving Mono Benchmark Results","Formal Methods and Stochastic Models for Performance Evaluation","","","","10.1007/11777830_5","Tomas KaliberaPetr Tuma","2006","http://link.springer.com/chapter/10.1007/11777830_5","Chapter"
"Benchmarking","Performance Evaluation of Complex Systems: Techniques and Tools","","","","10.1007/3-540-45798-4_9","Reinhold Weicker","2002","http://link.springer.com/chapter/10.1007/3-540-45798-4_9","Chapter"
"The Role of CNN for Intrusion Detection Systems: An Improved CNN Learning Approach for SDNs","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-030-78459-1_7","Mahmoud Said ElsayedHamed Z. JahromiMuhammad Mohsin NazirAnca Delia Jurcut","2021","http://link.springer.com/chapter/10.1007/978-3-030-78459-1_7","Chapter"
"ANN-Benchmarks: A Benchmarking Tool for Approximate Nearest Neighbor Algorithms","Similarity Search and Applications","","","","10.1007/978-3-319-68474-1_3","Martin AumüllerErik BernhardssonAlexander Faithfull","2017","http://link.springer.com/chapter/10.1007/978-3-319-68474-1_3","Chapter"
"Experience from Hadoop Benchmarking with HiBench: From Micro-Benchmarks Toward End-to-End Pipelines","Advancing Big Data Benchmarks","","","","10.1007/978-3-319-10596-3_4","Lan YiJinquan Dai","2014","http://link.springer.com/chapter/10.1007/978-3-319-10596-3_4","Chapter"
"Benchmarking Multi-criteria Evaluation: A Proposed Method for the Definition of Benchmarks in Negotiation Public-Private Partnerships","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09150-1_16","Maria Rosaria GuariniFabrizio Battisti","2014","http://link.springer.com/chapter/10.1007/978-3-319-09150-1_16","Chapter"
"Performance Benchmarking of NewSQL Databases with Yahoo Cloud Serving Benchmark","Proceedings of the Future Technologies Conference (FTC) 2020, Volume 2","","","","10.1007/978-3-030-63089-8_17","Irina AstrovaArne KoschelNils WellermannPhilip Klostermeyer","2021","http://link.springer.com/chapter/10.1007/978-3-030-63089-8_17","Chapter"
"Analysis of Topological Characteristics Impacting the Allocation of Controllers in an SD-WAN Network","Optimization, Learning Algorithms and Applications","","","","10.1007/978-3-031-23236-7_35","Vicente PadrenuestroAndré Mendes","2022","http://link.springer.com/chapter/10.1007/978-3-031-23236-7_35","Chapter"
"Minimizing the Embedding Cost of Service Function Chains with Adjustable Order","Wireless Sensor Networks","","","","10.1007/978-981-19-8350-4_14","Pengxin ZhengQuan ChenFeng WangLongqu LiLianglun Cheng","2022","http://link.springer.com/chapter/10.1007/978-981-19-8350-4_14","Chapter"
"On the Analysis of MUD-Files’ Interactions, Conflicts, and Configuration Requirements Before Deployment","The Fifth International Conference on Safety and Security with IoT","","","","10.1007/978-3-030-94285-4_9","Vafa AndalibiEliot LearDongInn KimL. Jean Camp","2023","http://link.springer.com/chapter/10.1007/978-3-030-94285-4_9","Chapter"
"From Performance to Dependability Benchmarking: A Mandatory Path","Performance Evaluation and Benchmarking","","","","10.1007/978-3-642-10424-4_6","Marco VieiraHenrique Madeira","2009","http://link.springer.com/chapter/10.1007/978-3-642-10424-4_6","Chapter"
"Revisiting Benchmarking Principles and Methodologies for Big Data Benchmarking","Big Data Benchmarks, Performance Optimization, and Emerging Hardware","","","","10.1007/978-3-319-29006-5_1","Liutao ZhaoWanling GaoYi Jin","2016","http://link.springer.com/chapter/10.1007/978-3-319-29006-5_1","Chapter"
"Introducing a Test Framework for Quality of Service Mechanisms in the Context of Software-Defined Networking","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-2380-6_60","Josiah Eleazar T. RegenciaWilliam Emmanuel S. Yu","2022","http://link.springer.com/chapter/10.1007/978-981-16-2380-6_60","Chapter"
"An OpenFlow Controller Performance Evaluation Tool","Computer Performance Engineering","","","","10.1007/978-3-030-02227-3_16","Zhihao ShangHan WuKatinka Wolter","2018","http://link.springer.com/chapter/10.1007/978-3-030-02227-3_16","Chapter"
"Shuffle Dense Networks for Biometric Authentication","Cyberspace Safety and Security","","","","10.1007/978-3-030-37337-5_12","Huaijuan ZangQiuyu LiAilian ChenJinlong ChenShu Zhan","2019","http://link.springer.com/chapter/10.1007/978-3-030-37337-5_12","Chapter"
"Mitigating Representation Bias in Action Recognition: Algorithms and Benchmarks","Computer Vision – ECCV 2022 Workshops","","","","10.1007/978-3-031-25069-9_36","Haodong DuanYue ZhaoKai ChenYuanjun XiongDahua Lin","2023","http://link.springer.com/chapter/10.1007/978-3-031-25069-9_36","Chapter"
"Detection of DDoS Attacks in Software Defined Networking Using Machine Learning Models","Proceedings of the 2023 International Conference on Advances in Computing Research (ACR’23)","","","","10.1007/978-3-031-33743-7_51","Ahmad HamarsheHuthaifa I. AshqarMohammad Hamarsheh","2023","http://link.springer.com/chapter/10.1007/978-3-031-33743-7_51","Chapter"
"Securing Optical Networks by Modern Cryptographic Techniques","Secure IT Systems","","","","10.1007/978-3-030-35055-0_8","Joo Yeon Cho","2019","http://link.springer.com/chapter/10.1007/978-3-030-35055-0_8","Chapter"
"An Entropy-Based DDoS Defense Mechanism in Software Defined Networks","Communications and Networking","","","","10.1007/978-3-319-66625-9_17","Yajie JiangXiaoning ZhangQuan ZhouZijing Cheng","2018","http://link.springer.com/chapter/10.1007/978-3-319-66625-9_17","Chapter"
"Intruder Detection System Based Artificial Neural Network for Software Defined Network","I+D for Smart Cities and Industry","","","","10.1007/978-3-031-11295-9_23","Hernán Domínguez-LimaicoWillams Nicolalde QuilcaMarcelo ZambranoFabián Cuzme-RodríguezEdgar Maya-Olalla","2023","http://link.springer.com/chapter/10.1007/978-3-031-11295-9_23","Chapter"
"Dynamic Data-Driven Self-healing Application for Phasor Measurement Unit Networks","Dynamic Data Driven Applications Systems","","","","10.1007/978-3-030-61725-7_12","Yanfeng QuXin LiuJiaqi YanDong Jin","2020","http://link.springer.com/chapter/10.1007/978-3-030-61725-7_12","Chapter"
"Load Balancing in Software Defined Networks Using Multipath Routing","Advances in Computer Science for Engineering and Education III","","","","10.1007/978-3-030-55506-1_35","Yurii KulakovAlla KohanSergii KopychkoRoman Cherevatenko","2021","http://link.springer.com/chapter/10.1007/978-3-030-55506-1_35","Chapter"
"Model Driven Architecture for Decentralized Software Defined VANETs","Future Intelligent Vehicular Technologies","","","","10.1007/978-3-319-51207-5_5","Afza KazmiMuazzam A. KhanFaisal BashirNazar A. SaqibMuhammad AlamMasoom Alam","2017","http://link.springer.com/chapter/10.1007/978-3-319-51207-5_5","Chapter"
"A Security Framework to Protect Edge Supported Software Defined Internet of Things Infrastructure","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-30146-0_6","Wajid RafiqueMaqbool KhanNadeem SarwarWanchun Dou","2019","http://link.springer.com/chapter/10.1007/978-3-030-30146-0_6","Chapter"
"A Survey Paper on Characteristics and Technique Used for Enhancement of Cloud Computıng and Their Security Issues","Pervasive Computing and Social Networking","","","","10.1007/978-981-16-5640-8_17","Mahesh BhandariVitthal S. GuttePramod Mundhe","2022","http://link.springer.com/chapter/10.1007/978-981-16-5640-8_17","Chapter"
"5G Software-Defined Heterogeneous Networks in Intra Tier with Sleeping Strategy","Advanced Computing","","","","10.1007/978-981-16-0404-1_13","Rohit S. WaghmareHemlata PatilSujata Kadam","2021","http://link.springer.com/chapter/10.1007/978-981-16-0404-1_13","Chapter"
"Authenticated Quality of Service Aware Routing in Software Defined Networks","Risks and Security of Internet and Systems","","","","10.1007/978-3-030-12143-3_10","Samet AytaçOrhan ErmişMehmet Ufuk ÇağlayanFatih Alagöz","2019","http://link.springer.com/chapter/10.1007/978-3-030-12143-3_10","Chapter"
"DeepGlobal: A Global Robustness Verifiable FNN Framework","Dependable Software Engineering. Theories, Tools, and Applications","","","","10.1007/978-3-030-91265-9_2","Weidi SunYuteng LuXiyue ZhangMeng Sun","2021","http://link.springer.com/chapter/10.1007/978-3-030-91265-9_2","Chapter"
"A Software-Defined Cloud Resource Management Framework","Advances in Services Computing","","","","10.1007/978-3-319-26979-5_5","Aaqif Afzaal AbbasiHai JinSong Wu","2015","http://link.springer.com/chapter/10.1007/978-3-319-26979-5_5","Chapter"
"Optimization in Cognitive Radio Networks with SWIPT-Based DF Relay","Machine Learning and Intelligent Communications","","","","10.1007/978-3-030-00557-3_16","Jie ZhangWeidang LuHong PengZhijiang XuXin Liu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00557-3_16","Chapter"
"Performance Evaluation of the Controller in Software-Defined Networking","Computational Intelligence in Data Mining","","","","10.1007/978-981-10-3874-7_51","Suchismita RoutSudhansu Shekhar PatraBibhudatta Sahoo","2017","http://link.springer.com/chapter/10.1007/978-981-10-3874-7_51","Chapter"
"Malicious Packet Injection on Software-Defined Networking as a Strategy to Improve Security","Proceedings of Seventh International Congress on Information and Communication Technology","","","","10.1007/978-981-19-2397-5_1","Mmamphotha Tumelo RalekgokgoMthulisi VelempiniSemaka Sekgoari Mapunya","2023","http://link.springer.com/chapter/10.1007/978-981-19-2397-5_1","Chapter"
"Software-Defined Networking Based on Load Balancing Using Mininet","Proceedings of the Second International Conference on Information Management and Machine Intelligence","","","","10.1007/978-981-15-9689-6_8","Himanshi BabbarShalli Rani","2021","http://link.springer.com/chapter/10.1007/978-981-15-9689-6_8","Chapter"
"Traffic Orchestration in Data Center Network Based on Software-Defined Networking Technology","Advances in Computer Science for Engineering and Education II","","","","10.1007/978-3-030-16621-2_21","Yurii KulakovAlla KohanSergii Kopychko","2020","http://link.springer.com/chapter/10.1007/978-3-030-16621-2_21","Chapter"
"Detracting TCP-Syn Flooding Attacks in Software Defined Networking Environment","Emerging Trends in Computing and Expert Technology","","","","10.1007/978-3-030-32150-5_89","E. SakthivelR. AnithaS. ArunachalamM. Hindumathy","2020","http://link.springer.com/chapter/10.1007/978-3-030-32150-5_89","Chapter"
"Usage of Machine Learning Algorithms for Flow Based Anomaly Detection System in Software Defined Networks","Intelligent and Fuzzy Techniques: Smart and Innovative Solutions","","","","10.1007/978-3-030-51156-2_135","Muhammet Fatih AkbaşCengiz GüngörEnis Karaarslan","2021","http://link.springer.com/chapter/10.1007/978-3-030-51156-2_135","Chapter"
"A Review of the Role of Latency in Multi-controller Placement in Software-Defined-Wide Area Networks","Advances on Intelligent Informatics and Computing","","","","10.1007/978-3-030-98741-1_36","Cindy UjanMohd Murtadha MohamadAnisah Kasim","2022","http://link.springer.com/chapter/10.1007/978-3-030-98741-1_36","Chapter"
"QoS-SDIoV: An Efficient QoS Routing Scheme for Software Defined Internet of Vehicles","Advances in Computing Systems and Applications","","","","10.1007/978-3-031-12097-8_17","Benalia ElhadjaBitam Salim","2022","http://link.springer.com/chapter/10.1007/978-3-031-12097-8_17","Chapter"
"Research on LDoS Attack Detection and Defense Mechanism in Software Defined Networks","Security and Privacy in Social Networks and Big Data","","","","10.1007/978-981-15-9031-3_8","Shengxu XieChangyou XingGuomin ZhangXianglin WeiGuyu Hu","2020","http://link.springer.com/chapter/10.1007/978-981-15-9031-3_8","Chapter"
"Promotion of Robust Cooperation Among Agents in Complex Networks by Enhanced Expectation-of-Cooperation Strategy","Complex Networks & Their Applications VI","","","","10.1007/978-3-319-72150-7_66","Tomoaki OtsukaToshiharu Sugawara","2018","http://link.springer.com/chapter/10.1007/978-3-319-72150-7_66","Chapter"
"A Flow Control Method Based on Deep Deterministic Policy Gradient","The 10th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-8462-6_40","Junli MaoDonghong WeiQicai WangYining FengTongyan Wei","2021","http://link.springer.com/chapter/10.1007/978-981-15-8462-6_40","Chapter"
"Test Traffic Control Based on REST API for Software-Defined Networking","Artificial Intelligence and Security","","","","10.1007/978-3-031-06788-4_40","Jiangyuan YaoMinrui WangWeiping YangShuhua WengZheng JiangMin JingDeshun LiXingcan Cao","2022","http://link.springer.com/chapter/10.1007/978-3-031-06788-4_40","Chapter"
"Software Defined Cloud-Based Vehicular Framework for Lowering the Barriers of Applications of Cloud-Based Vehicular Network","Advanced Multimedia and Ubiquitous Engineering","","","","10.1007/978-981-13-1328-8_50","Lionel NkenyereyeJong Wook Jang","2019","http://link.springer.com/chapter/10.1007/978-981-13-1328-8_50","Chapter"
"When Software Defined Networks Meet Fault Tolerance: A Survey","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27137-8_27","Jue ChenJinbang ChenFei XuMin YinWei Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-27137-8_27","Chapter"
"Utility Analysis of Software Defined Heterogeneous Cellular Networks","Quality, Reliability, Security and Robustness in Heterogeneous Networks","","","","10.1007/978-3-319-60717-7_20","Haiqi JiangTao HanXiaohu GeLijun Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-60717-7_20","Chapter"
"Towards a 5G Vehicular Architecture","Communication Technologies for Vehicles","","","","10.1007/978-3-030-25529-9_1","Léo MendiboureMohamed Aymen ChaloufFrancine Krief","2019","http://link.springer.com/chapter/10.1007/978-3-030-25529-9_1","Chapter"
"Analysis of Software Defined Wireless Network with IP Mobility in Multiple Controllers Domain","Cyber Security and Computer Science","","","","10.1007/978-3-030-52856-0_42","Md. Habibur RahmanNazrul IslamAsma Islam SwapnaMd. Ahsan Habib","2020","http://link.springer.com/chapter/10.1007/978-3-030-52856-0_42","Chapter"
"NSoV: An Efficient SDVC Assisted Forwarding Model in NDN Based IoV","Proceedings of the 6th International Conference on Big Data and Internet of Things","","","","10.1007/978-3-031-28387-1_46","Asadullah TariqFarag SalabiMohamed Adel SerhaniIrfan Ud Din","2023","http://link.springer.com/chapter/10.1007/978-3-031-28387-1_46","Chapter"
