Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
Intrusion Detection in SDN-Based Networks: Deep Recurrent Neural Network Approach,Deep Learning Applications for Cyber Security,,,,10.1007/978-3-030-13057-2_8,Tuan Anh TangDes McLernonLotfi MhamdiSyed Ali Raza ZaidiMounir Ghogho,2019,http://link.springer.com/chapter/10.1007/978-3-030-13057-2_8,Chapter,
Semi-physical Simulation,OPNET IoT Simulation,,,,10.1007/978-981-32-9170-6_9,Min ChenYiming MiaoIztok Humar,2019,http://link.springer.com/chapter/10.1007/978-981-32-9170-6_9,Chapter,
End-Node Security,Internet of Things Security and Data Protection,,,,10.1007/978-3-030-04984-3_3,Antonio SkarmetaDan Garcia CarrilloAlexis Olivereau,2019,http://link.springer.com/chapter/10.1007/978-3-030-04984-3_3,Chapter,
Reliability Testing for Advanced Networks,Next Generation and Advanced Network Reliability Analysis,,,,10.1007/978-3-030-01647-0_10,Syed Riffat Ali,2019,http://link.springer.com/chapter/10.1007/978-3-030-01647-0_10,Chapter,
Networking Cyber-Physical Systems: System Fundamentals of Security and Privacy for Next-Generation Wireless Networks,Security and Privacy for Next-Generation Wireless Networks,,,,10.1007/978-3-030-01150-5_1,Sheng ZhongHong ZhongXinyi HuangPanlong YangJin ShiLei XieKun Wang,2019,http://link.springer.com/chapter/10.1007/978-3-030-01150-5_1,Chapter,
Cloud Computing Reliability Analysis,Next Generation and Advanced Network Reliability Analysis,,,,10.1007/978-3-030-01647-0_6,Syed Riffat Ali,2019,http://link.springer.com/chapter/10.1007/978-3-030-01647-0_6,Chapter,
HONEYSCOPE: IoT Device Protection with Deceptive Network Views,Autonomous Cyber Deception,,,,10.1007/978-3-030-02110-8_9,Reham MohamedTerrence O’ConnorMarkus MiettinenWilliam EnckAhmad-Reza Sadeghi,2019,http://link.springer.com/chapter/10.1007/978-3-030-02110-8_9,Chapter,
Moving Target Defense to Improve Industrial Control System Resiliency,Industrial Control Systems Security and Resiliency,,,,10.1007/978-3-030-18214-4_8,Adrian R. Chavez,2019,http://link.springer.com/chapter/10.1007/978-3-030-18214-4_8,Chapter,
Intelligent Network Control,Developing Networks using Artificial Intelligence,,,,10.1007/978-3-030-15028-0_4,Haipeng YaoChunxiao JiangYi Qian,2019,http://link.springer.com/chapter/10.1007/978-3-030-15028-0_4,Chapter,
"Big Data, Cloud Computing, and Internet of Things",Neural Networks and Statistical Learning,,,,10.1007/978-1-4471-7452-3_31,Ke-Lin DuM. N. S. Swamy,2019,http://link.springer.com/chapter/10.1007/978-1-4471-7452-3_31,Chapter,
A Survey on the Security and the Evolution of Osmotic and Catalytic Computing for 5G Networks,5G Enabled Secure Wireless Networks,,,,10.1007/978-3-030-03508-2_3,Gaurav ChoudharyVishal Sharma,2019,http://link.springer.com/chapter/10.1007/978-3-030-03508-2_3,Chapter,
Introduction,Developing Networks using Artificial Intelligence,,,,10.1007/978-3-030-15028-0_1,Haipeng YaoChunxiao JiangYi Qian,2019,http://link.springer.com/chapter/10.1007/978-3-030-15028-0_1,Chapter,
Building the Infrastructure for Deploying FPGAs in the Cloud,Hardware Accelerators in Data Centers,,,,10.1007/978-3-319-92792-3_2,Naif TarafdarThomas LinDaniel Ly-MaDaniel RozhkoAlberto Leon-GarciaPaul Chow,2019,http://link.springer.com/chapter/10.1007/978-3-319-92792-3_2,Chapter,
Need of Ambient Intelligence for Next-Generation Connected and Autonomous Vehicles,Guide to Ambient Intelligence in the IoT Environment,,,,10.1007/978-3-030-04173-1_6,Adnan MahmoodBernard ButlerQuan Z. ShengWei Emma ZhangBrendan Jennings,2019,http://link.springer.com/chapter/10.1007/978-3-030-04173-1_6,Chapter,
Introduction to Cellular Mobile Communications,Multiple Access Techniques for 5G Wireless Networks and Beyond,,,,10.1007/978-3-319-92090-0_1,Joseph Boccuzzi,2019,http://link.springer.com/chapter/10.1007/978-3-319-92090-0_1,Chapter,
Active Defense Techniques,Cyber Resilience of Systems and Networks,,,,10.1007/978-3-319-77492-3_10,Nathaniel EvansWilliam Horsthemke,2019,http://link.springer.com/chapter/10.1007/978-3-319-77492-3_10,Chapter,
Storage Fundamentals and Cloud Storage,Essentials of Cloud Computing,,,,10.1007/978-3-030-13134-0_5,Chellammal SurianarayananPethuru Raj Chelliah,2019,http://link.springer.com/chapter/10.1007/978-3-030-13134-0_5,Chapter,
The Green Computing Continuum: The OPERA Perspective,Hardware Accelerators in Data Centers,,,,10.1007/978-3-319-92792-3_4,A. SciontiO. TerzoP. RuiuG. GiordanengoS. CicciaG. UrliniJ. NiderM. RapoportC. PetrieR. ChamberlainG. RenaudD. TsafrirI. YanivD. Harryvan,2019,http://link.springer.com/chapter/10.1007/978-3-319-92792-3_4,Chapter,
Systems Engineering Approaches,Cyber Resilience of Systems and Networks,,,,10.1007/978-3-319-77492-3_9,Deborah J. BodeauRichard D. Graubart,2019,http://link.springer.com/chapter/10.1007/978-3-319-77492-3_9,Chapter,
Auditing Security Compliance of the Virtualized Infrastructure,Cloud Security Auditing,,,,10.1007/978-3-030-23128-6_3,Suryadipta MajumdarTaous MadiYushun WangAzadeh TabibanMomen OqailyAmir AlimohammadifarYosr JarrayaMakan PourzandiLingyu WangMourad Debbabi,2019,http://link.springer.com/chapter/10.1007/978-3-030-23128-6_3,Chapter,
Paradigm Shift! The Path to Brutal Automation,Future Telco,,,,10.1007/978-3-319-77724-5_10,Lothar Reith,2019,http://link.springer.com/chapter/10.1007/978-3-319-77724-5_10,Chapter,
"Blockchain
                Blockchain
              
 for Ensuring Security
                Security
              
, Privacy
                Privacy
              
, and Trust
                Trust
              
 in IoT
                IoT
              
 Environments: The State of the Art","Security, Privacy and Trust in the IoT Environment",,,,10.1007/978-3-030-18075-1_6,Ahmet ErdemSevgi Özkan YildirimPelin Angin,2019,http://link.springer.com/chapter/10.1007/978-3-030-18075-1_6,Chapter,
Security Challenges in the Industry 4.0 Era,Industry 4.0 and Engineering for a Sustainable Future,,,,10.1007/978-3-030-12953-8_8,Mohammed M. AlaniMohamed Alloghani,2019,http://link.springer.com/chapter/10.1007/978-3-030-12953-8_8,Chapter,
SEA++: A Framework for Evaluating the Impact of Security Attacks in OMNeT++/INET,Recent Advances in Network Simulation,,,,10.1007/978-3-030-12842-5_7,Marco TilocaGianluca DiniFrancesco RacciattiAlexandra Stagkopoulou,2019,http://link.springer.com/chapter/10.1007/978-3-030-12842-5_7,Chapter,
WSC Hardware Building Blocks,The Datacenter as a Computer,,,,10.1007/978-3-031-01761-2_3,Luiz André BarrosoUrs HölzleParthasarathy Ranganathan,2019,http://link.springer.com/chapter/10.1007/978-3-031-01761-2_3,Chapter,
"Towards Efficient and Scalable Data-Intensive Content Delivery: State-of-the-Art, Issues and Challenges",High-Performance Modelling and Simulation for Big Data Applications,,,,10.1007/978-3-030-16272-6_4,Irene KilaniotiAlejandro Fernández-MontesDamián Fernández-CereroAnthony KarageorgosChristos MettourisValentina NejkovicNikolas AlbanisRabih BashroushGeorge A. Papadopoulos,2019,http://link.springer.com/chapter/10.1007/978-3-030-16272-6_4,Chapter,
Digital Twins for Cyber-Physical Systems Security: State of the Art and Outlook,Security and Quality in Cyber-Physical Systems Engineering,,,,10.1007/978-3-030-25312-7_14,Matthias EckhartAndreas Ekelhart,2019,http://link.springer.com/chapter/10.1007/978-3-030-25312-7_14,Chapter,
Proactive Defense Through Deception,Industrial Control Systems Security and Resiliency,,,,10.1007/978-3-030-18214-4_9,Massimiliano AlbaneseSushil Jajodia,2019,http://link.springer.com/chapter/10.1007/978-3-030-18214-4_9,Chapter,
The Enterprise Technology Landscape,Business Innovation and ICT Strategies,,,,10.1007/978-981-13-1675-3_4,Sriram BirudavoluBiswajit Nag,2019,http://link.springer.com/chapter/10.1007/978-981-13-1675-3_4,Chapter,
Fundamental Concepts of Cyber Resilience: Introduction and Overview,Cyber Resilience of Systems and Networks,,,,10.1007/978-3-319-77492-3_1,Igor LinkovAlexander Kott,2019,http://link.springer.com/chapter/10.1007/978-3-319-77492-3_1,Chapter,
Memetic Algorithms for Business Analytics and Data Science: A Brief Survey,Business and Consumer Analytics: New Ideas,,,,10.1007/978-3-030-06222-4_13,Pablo MoscatoLuke Mathieson,2019,http://link.springer.com/chapter/10.1007/978-3-030-06222-4_13,Chapter,
Taking Cloud Computing to the Extreme Edge: A Review of Mist Computing for Smart Cities and Industry 4.0 in Africa,Edge Computing,,,,10.1007/978-3-319-99061-3_7,Eustace M. DogoAbdulazeez Femi SalamiClinton O. AigbavboaThembinkosi Nkonyana,2019,http://link.springer.com/chapter/10.1007/978-3-319-99061-3_7,Chapter,
Identity Management,The NICE Cyber Security Framework,,,,10.1007/978-3-030-02360-7_12,Izzat Alsmadi,2019,http://link.springer.com/chapter/10.1007/978-3-030-02360-7_12,Chapter,
Beyond Mirages: Deception in ICS—Lessons Learned from Traditional Networks,Industrial Control Systems Security and Resiliency,,,,10.1007/978-3-030-18214-4_7,Nate SoulePartha Pal,2019,http://link.springer.com/chapter/10.1007/978-3-030-18214-4_7,Chapter,
Introduction,Learning-based VANET Communication and Security Techniques,,,,10.1007/978-3-030-01731-6_1,Liang XiaoWeihua ZhuangSheng ZhouCailian Chen,2019,http://link.springer.com/chapter/10.1007/978-3-030-01731-6_1,Chapter,
On Optimizing the Energy Consumption of Urban Data Centers,Hardware Accelerators in Data Centers,,,,10.1007/978-3-319-92792-3_12,Artemis C. VoulkidisTerpsichori Helen VelivassakiTheodore Zahariadis,2019,http://link.springer.com/chapter/10.1007/978-3-319-92792-3_12,Chapter,
Toward Resilient Operation of Smart Grid,Smart Grid Control,,,,10.1007/978-3-319-98310-3_17,Azwirman GusrialdiZhihua Qu,2019,http://link.springer.com/chapter/10.1007/978-3-319-98310-3_17,Chapter,
Connectivity for Industry 4.0,Industry 4.0 and Engineering for a Sustainable Future,,,,10.1007/978-3-030-12953-8_3,Kristina GoldKenneth WallstedtJari VikbergJoachim Sachs,2019,http://link.springer.com/chapter/10.1007/978-3-030-12953-8_3,Chapter,
"Intelligent Computational Techniques for the Better World 2020: Concepts, Methodologies, Tools, and Applications",Smart Techniques for a Smarter Planet,,,,10.1007/978-3-030-03131-2_1,Yashwant Singh PatelRajiv MisraManoj Kumar MishraBhabani Shankar Prasad Mishra,2019,http://link.springer.com/chapter/10.1007/978-3-030-03131-2_1,Chapter,
Integrated Resource Allocation Model for Cloud and Fog Computing: Toward Energy-Efficient Infrastructure as a Service (IaaS),Advances on Computational Intelligence in Energy,,,,10.1007/978-3-319-69889-2_7,Mohammed Joda UsmanAbdul Samad IsmailHassan ChizariAbdulsalam Ya’u GitalHaruna ChiromaMohammed AbdullahiAhmed Aliyu,2019,http://link.springer.com/chapter/10.1007/978-3-319-69889-2_7,Chapter,
Transmission of 3D Video Content,"3D Visual Content Creation, Coding and Delivery",,,,10.1007/978-3-319-77842-6_8,Emil DumicAnamaria BjeloperaKhaled BoussettaLuis A. da Silva CruzYuansong QiaoA. Murat TekalpYuhang Ye,2019,http://link.springer.com/chapter/10.1007/978-3-319-77842-6_8,Chapter,
A Real-Time Big Data Control-Theoretical Framework for Cyber-Physical-Human Systems,Computational Intelligence and Optimization Methods for Control Engineering,,,,10.1007/978-3-030-25446-9_7,Azwirman GusrialdiYing XuZhihua QuMarwan A. Simaan,2019,http://link.springer.com/chapter/10.1007/978-3-030-25446-9_7,Chapter,
Machine Tool: From the Digital Twin to the Cyber-Physical Systems,Twin-Control,,,,10.1007/978-3-030-02203-7_1,Mikel ArmendiaAitor AlzagaFlavien PeyssonTobias FuertjesFrédéric CugnonErdem OzturkDominik Flum,2019,http://link.springer.com/chapter/10.1007/978-3-030-02203-7_1,Chapter,
Network Slicing: Cache and Backhaul Resource Allocation,Network Slicing for 5G and Beyond Networks,,,,10.1007/978-3-030-16170-5_6,S. M. Ahsan KazmiLatif U. KhanNguyen H. TranChoong Seon Hong,2019,http://link.springer.com/chapter/10.1007/978-3-030-16170-5_6,Chapter,
Value Roadmap Development for Telecommunication Industry,Industry 4.0 Value Roadmap,,,,10.1007/978-3-030-30066-1_8,Tuğrul U. DaimZahra Faili,2019,http://link.springer.com/chapter/10.1007/978-3-030-30066-1_8,Chapter,
Architecture Principles for Changeability,Future-Proof Software-Systems,,,,10.1007/978-3-658-19938-8_12,Frank J. Furrer,2019,http://link.springer.com/chapter/10.1007/978-3-658-19938-8_12,Chapter,
Design and Implementation of a Research and Education Cybersecurity Operations Center,Cybersecurity and Secure Information Systems,,,,10.1007/978-3-030-16837-7_13,C. DeCusatisR. CannistraA. LabouseurM. Johnson,2019,http://link.springer.com/chapter/10.1007/978-3-030-16837-7_13,Chapter,
"e-Government: Background, Today’s Implementation and Future Trends",e-Democracy,,,,10.1007/978-3-030-01596-1_5,Alfredo M. Ronchi,2019,http://link.springer.com/chapter/10.1007/978-3-030-01596-1_5,Chapter,
Introduction,On the Physical Security of Physically Unclonable Functions,,,,10.1007/978-3-319-75820-6_1,Shahin Tajik,2019,http://link.springer.com/chapter/10.1007/978-3-319-75820-6_1,Chapter,
Meeting the Future Challenges in Cyber Security,Industry 4.0 and Engineering for a Sustainable Future,,,,10.1007/978-3-030-12953-8_9,Ben AzvineAndy Jones,2019,http://link.springer.com/chapter/10.1007/978-3-030-12953-8_9,Chapter,
Flow Assignment in Multi-Core Network Processors,"Advances in Optimization and Decision Science for Society, Services and Enterprises",,,,10.1007/978-3-030-34960-8_43,Franco DavoliMario MarcheseFabio Patrone,2019,http://link.springer.com/chapter/10.1007/978-3-030-34960-8_43,Chapter,
Malaysia,Data Protection Law,,,,10.1007/978-981-13-8110-2_8,Robert WaltersLeon TrakmanBruno Zeller,2019,http://link.springer.com/chapter/10.1007/978-981-13-8110-2_8,Chapter,
Managed Services 4.0: On the Journey from Cost Efficiencies to Business Transformation,Future Telco,,,,10.1007/978-3-319-77724-5_8,Patrick Hung-Fai MaManfred Schmitz,2019,http://link.springer.com/chapter/10.1007/978-3-319-77724-5_8,Chapter,
High Availability,Architecting and Operating OpenShift Clusters,,,,10.1007/978-1-4842-4985-7_2,William Caban,2019,http://link.springer.com/chapter/10.1007/978-1-4842-4985-7_2,Chapter,
Towards Spectrum Sharing in Virtualized Networks: A Survey and an Outlook,"Cognitive Radio, Mobile Communications and Wireless Networks",,,,10.1007/978-3-319-91002-4_1,Furqan AhmedAdrian KliksLeonardo GorattiShah Nawaz Khan,2019,http://link.springer.com/chapter/10.1007/978-3-319-91002-4_1,Chapter,
Design and Realization of Testbeds for Security Research in the Industrial Internet of Things,Security and Privacy Trends in the Industrial Internet of Things,,,,10.1007/978-3-030-12330-7_14,Nils Ole Tippenhauer,2019,http://link.springer.com/chapter/10.1007/978-3-030-12330-7_14,Chapter,
Energy Efficiency of 5G Multimedia Communications,5G Green Mobile Communication Networks,,,,10.1007/978-981-13-6252-1_4,Xiaohu GeWuxiong Zhang,2019,http://link.springer.com/chapter/10.1007/978-981-13-6252-1_4,Chapter,
User-Level Runtime Security Auditing for the Cloud,Cloud Security Auditing,,,,10.1007/978-3-030-23128-6_5,Suryadipta MajumdarTaous MadiYushun WangAzadeh TabibanMomen OqailyAmir AlimohammadifarYosr JarrayaMakan PourzandiLingyu WangMourad Debbabi,2019,http://link.springer.com/chapter/10.1007/978-3-030-23128-6_5,Chapter,
The Notion of Investment,Foreign Investment Under the Comprehensive Economic and Trade Agreement (CETA),,,,10.1007/978-3-319-98361-5_2,Jan Asmus BischoffMatthias Wühler,2019,http://link.springer.com/chapter/10.1007/978-3-319-98361-5_2,Chapter,
Traffic Fluctuations Optimization for Telecommunication SDP Segment Based on Forecasting Using Ateb-Functions,Data-Centric Business and Applications,,,,10.1007/978-3-319-94117-2_4,Ivan DemydovIvanna DronyukOlga FedevychVasyl Romanchuk,2019,http://link.springer.com/chapter/10.1007/978-3-319-94117-2_4,Chapter,
Introduction,Advances in H∞ Control Theory,,,,10.1007/978-3-030-16008-1_1,Eli GershonUri Shaked,2019,http://link.springer.com/chapter/10.1007/978-3-030-16008-1_1,Chapter,
Day-2 Operations,Architecting and Operating OpenShift Clusters,,,,10.1007/978-1-4842-4985-7_9,William Caban,2019,http://link.springer.com/chapter/10.1007/978-1-4842-4985-7_9,Chapter,
Election Campaigns and New Media in Malaysia,Malaysian Politics in the New Media Age,,,,10.1007/978-981-13-8783-8_4,Pauline Pooi Yin Leong,2019,http://link.springer.com/chapter/10.1007/978-981-13-8783-8_4,Chapter,
Optimization in Edge Computing and Small-Cell Networks,Edge Computing,,,,10.1007/978-3-319-99061-3_2,Jitender GroverRam Murthy Garimella,2019,http://link.springer.com/chapter/10.1007/978-3-319-99061-3_2,Chapter,
Breakthroughs Made in Information Technology,China Internet Development Report 2017,,,,10.1007/978-3-662-57521-5_2,,2019,http://link.springer.com/chapter/10.1007/978-3-662-57521-5_2,Chapter,
Background,Mechanism Transitions in Publish/Subscribe Systems,,,,10.1007/978-3-319-92570-7_2,Björn Richerzhagen,2019,http://link.springer.com/chapter/10.1007/978-3-319-92570-7_2,Chapter,
Fungal Phytases: Biotechnological Applications in Food and Feed Industries,Recent Advancement in White Biotechnology Through Fungi,,,,10.1007/978-3-030-14846-1_2,Daniel Joe DailinSiti Zulaiha HanapiElsayed Ahmed ElsayedDalia SukmawatiNur Izyan Wan AzeleeJennifer EyahmalayVickpasubathysiwa SiwapiragamHesham El Enshasy,2019,http://link.springer.com/chapter/10.1007/978-3-030-14846-1_2,Chapter,
Seamless V2I Communication in HetNet: State-of-the-Art and Future Research Directions,Connected Vehicles in the Internet of Things,,,,10.1007/978-3-030-36167-9_3,Pranav Kumar SinghRoshan SinghSunit Kumar NandiKayhan Zrar GhafoorSukumar Nandi,2020,http://link.springer.com/chapter/10.1007/978-3-030-36167-9_3,Chapter,
Resilience of 5G Mobile Communication Systems to Massive Disruptions,Guide to Disaster-Resilient Communication Networks,,,,10.1007/978-3-030-44685-7_28,Tibor CinklerAkos LadanyiJacek RakChristian EspositoGianluca Rizzo,2020,http://link.springer.com/chapter/10.1007/978-3-030-44685-7_28,Chapter,
Carrier Network Architectures and Resiliency,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_11,Robert D. Doverspike,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_11,Chapter,
Optical Network Virtualization,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_17,Jie ZhangRicard VilaltaXiaosong YuVictor LopezAlejandro Aguado Martín,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_17,Chapter,
Dynamic Control of Optical Networks,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_15,Mohit ChamaniaAdmela Jukan,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_15,Chapter,
Long-Reach Passive Optical Networks and Access/Metro Integration,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_30,David PayneGiuseppe TalliMarco RuffiniAlan HillPaul Townsend,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_30,Chapter,
Structural Methods to Improve the Robustness of Anycast Communications to Large-Scale Failures,Guide to Disaster-Resilient Communication Networks,,,,10.1007/978-3-030-44685-7_16,Amaro de SousaDorabella SantosCarlos NatalinoLena WosinskaCarmen Mas-MachucaMarija Furdek,2020,http://link.springer.com/chapter/10.1007/978-3-030-44685-7_16,Chapter,
Exploring Adversarial Artificial Intelligence for Autonomous Adaptive Cyber Defense,Adaptive Autonomous Secure Cyber Systems,,,,10.1007/978-3-030-33432-1_3,Erik HembergLinda ZhangUna-May O’Reilly,2020,http://link.springer.com/chapter/10.1007/978-3-030-33432-1_3,Chapter,
Big Data & Disruptive Computing Platforms Braced Internet of Things: Facets & Trends,"Internet of Things, Smart Computing and Technology: A Roadmap Ahead",,,,10.1007/978-3-030-39047-1_6,Naveenkumar JayakumarDhanashri P. Joshi,2020,http://link.springer.com/chapter/10.1007/978-3-030-39047-1_6,Chapter,
Virtual SDNs,Resource Allocation for Software Defined Networks,,,,10.1007/978-3-030-59098-7_5,Dariusz Gasior,2020,http://link.springer.com/chapter/10.1007/978-3-030-59098-7_5,Chapter,
Examples of Mimic Defense Application,Cyberspace Mimic Defense,,,,10.1007/978-3-030-29844-9_12,Jiangxing Wu,2020,http://link.springer.com/chapter/10.1007/978-3-030-29844-9_12,Chapter,
Meeting Smart City Latency Demands with SDN,Intelligent Information and Database Systems: Recent Developments,,,,10.1007/978-3-030-14132-5_4,Filip Holik,2020,http://link.springer.com/chapter/10.1007/978-3-030-14132-5_4,Chapter,
Signals in the Soil: An Introduction to Wireless Underground Communications,Signals in the Soil,,,,10.1007/978-3-030-50861-6_1,Abdul SalamUsman Raza,2020,http://link.springer.com/chapter/10.1007/978-3-030-50861-6_1,Chapter,
Resilient SDN-Based Routing Against Rain Disruptions for Wireless Networks,Guide to Disaster-Resilient Communication Networks,,,,10.1007/978-3-030-44685-7_20,Forough YaghoubiMarija FurdekAhmad RostamiPeter ÖhlénLena Wosinska,2020,http://link.springer.com/chapter/10.1007/978-3-030-44685-7_20,Chapter,
Information Systems and Telecommunications,Electricity Supply Systems of the Future,,,,10.1007/978-3-030-44484-6_17,Giovanna DondossolaMarcelo Costa de AraujoKaren McGeough,2020,http://link.springer.com/chapter/10.1007/978-3-030-44484-6_17,Chapter,
Internet Development Status and Future Trends,China’s e-Science Blue Book 2018,,,,10.1007/978-981-13-9390-7_2,Jianping WuMingwei XuYuan Yang,2020,http://link.springer.com/chapter/10.1007/978-981-13-9390-7_2,Chapter,
Intelligent Transmission Scheduling Based on Deep Reinforcement Learning,Mission-Critical Application Driven Intelligent Maritime Networks,,,,10.1007/978-981-15-4412-5_3,Tingting YangXuemin (Sherman) Shen,2020,http://link.springer.com/chapter/10.1007/978-981-15-4412-5_3,Chapter,
Cross-Layer Design,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_16,Suresh SubramaniamKoteswararao KondepuAndrea Marotta,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_16,Chapter,
Optimization Load Balancing over Imbalance Datacenter Topology,New Trends in Computational Vision and Bio-inspired Computing,,,,10.1007/978-3-030-41862-5_38,K. Siva TharunK. Kottilingam,2020,http://link.springer.com/chapter/10.1007/978-3-030-41862-5_38,Chapter,
Fog-Enabled Wireless Communication Networks,Fog-Enabled Intelligent IoT Systems,,,,10.1007/978-3-030-23185-9_5,Yang YangXiliang LuoXiaoli ChuMing-Tuo Zhou,2020,http://link.springer.com/chapter/10.1007/978-3-030-23185-9_5,Chapter,
Software Abstractions and Human-Cyber-Physical Systems Architecture Modelling,Engineering Trustworthy Software Systems,,,,10.1007/978-3-030-55089-9_5,Zhiming LiuJonathan P. BowenBo LiuShmuel TyszberowiczTingting Zhang,2020,http://link.springer.com/chapter/10.1007/978-3-030-55089-9_5,Chapter,
Connectivity Technologies for IoT,Demystifying Internet of Things Security,,,,10.1007/978-1-4842-2896-8_5,Sunil CheruvuAnil KumarNed SmithDavid M. Wheeler,2020,http://link.springer.com/chapter/10.1007/978-1-4842-2896-8_5,Chapter,
Ubiquitous Manufacturing in the Age of Industry 4.0: A State-of-the-Art Primer,"A Roadmap to Industry 4.0: Smart Production, Sharp Business and Sustainable Development",,,,10.1007/978-3-030-14544-6_5,Pijush Kanti Dutta PramanikBulbul MukherjeeSaurabh PalBijoy Kumar UpadhyayaShubhendu Dutta,2020,http://link.springer.com/chapter/10.1007/978-3-030-14544-6_5,Chapter,
"Energy “Routers”, “Computers” and “Protocols”",Energy Internet,,,,10.1007/978-3-030-45453-1_7,Chuantong HaoYuchao QinHaochen Hua,2020,http://link.springer.com/chapter/10.1007/978-3-030-45453-1_7,Chapter,
Caching Policies in NDN-IoT Architecture,Integration of WSN and IoT for Smart Cities,,,,10.1007/978-3-030-38516-3_3,Divya GuptaShalli RaniSyed Hassan AhmedRasheed Hussain,2020,http://link.springer.com/chapter/10.1007/978-3-030-38516-3_3,Chapter,
Intelligent Real-Time Multimodal Fall Detection in Fog Infrastructure Using Ensemble Learning,Challenges and Trends in Multimodal Fall Detection for Healthcare,,,,10.1007/978-3-030-38748-8_3,V. DivyaR. Leena Sri,2020,http://link.springer.com/chapter/10.1007/978-3-030-38748-8_3,Chapter,
Industrial Networks and IIoT: Now and Future Trends,Industrial IoT,,,,10.1007/978-3-030-42500-5_1,Alparslan SariAlexios LekidisIsmail Butun,2020,http://link.springer.com/chapter/10.1007/978-3-030-42500-5_1,Chapter,
Optical Networking for 5G and Fiber-Wireless Convergence,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_33,Gee-Kung ChangMu XuFeng Lu,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_33,Chapter,
Fog and Edge Computing,Internet Computing,,,,10.1007/978-3-030-34957-8_8,Ali Sunyaev,2020,http://link.springer.com/chapter/10.1007/978-3-030-34957-8_8,Chapter,
Emerging PON Technologies,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_28,Josep PratLuca Valcarenghi,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_28,Chapter,
Architecting IoT Cloud,Intelligent Internet of Things,,,,10.1007/978-3-030-30367-9_4,Farshad FirouziBahar Farahani,2020,http://link.springer.com/chapter/10.1007/978-3-030-30367-9_4,Chapter,
Evolving Requirements and Trends of HPC,Springer Handbook of Optical Networks,,,,10.1007/978-3-030-16250-4_22,Sébastien RumleyKeren BergmanM. Ashkan SeyediMarco Fiorentino,2020,http://link.springer.com/chapter/10.1007/978-3-030-16250-4_22,Chapter,
QoS Routing for Data Gathering with RPL in WSNs,Handbook of Wireless Sensor Networks: Issues and Challenges in Current Scenario's,,,,10.1007/978-3-030-40305-8_6,Miklós Molnár,2020,http://link.springer.com/chapter/10.1007/978-3-030-40305-8_6,Chapter,
Edge Computing in IoT,Getting Started with Enterprise Internet of Things: Design Approaches and Software Architecture Models,,,,10.1007/978-3-030-30945-9_3,L. S. JayashreeG. Selvakumar,2020,http://link.springer.com/chapter/10.1007/978-3-030-30945-9_3,Chapter,
Protection and Automation,Electricity Supply Systems of the Future,,,,10.1007/978-3-030-44484-6_9,Iony Patriota de Siqueira,2020,http://link.springer.com/chapter/10.1007/978-3-030-44484-6_9,Chapter,
Designing a Hybrid Datacenter,Microsoft Azure,,,,10.1007/978-1-4842-5958-0_7,Julian SohMarshall CopelandAnthony PucaMicheleen Harris,2020,http://link.springer.com/chapter/10.1007/978-1-4842-5958-0_7,Chapter,
Fog Computing Architecture and Technologies,Fog-Enabled Intelligent IoT Systems,,,,10.1007/978-3-030-23185-9_2,Yang YangXiliang LuoXiaoli ChuMing-Tuo Zhou,2020,http://link.springer.com/chapter/10.1007/978-3-030-23185-9_2,Chapter,
Toward Smart Urban Development Through Intelligent Edge Analytics,Integration of WSN and IoT for Smart Cities,,,,10.1007/978-3-030-38516-3_8,Mahmoud Abu ZaidMohamed FaizalR. MaheswarOsamah Ibrahiem Abdullaziz,2020,http://link.springer.com/chapter/10.1007/978-3-030-38516-3_8,Chapter,
Privacy Challenges and Their Solutions in IoT,Internet of Things (IoT),,,,10.1007/978-3-030-37468-6_11,Nabeela HasanAkshay ChamoliMansaf Alam,2020,http://link.springer.com/chapter/10.1007/978-3-030-37468-6_11,Chapter,
Taxonomy of IoT Vulnerabilities,Cyber Threat Intelligence for the Internet of Things,,,,10.1007/978-3-030-45858-4_2,Elias Bou-HarbNataliia Neshenko,2020,http://link.springer.com/chapter/10.1007/978-3-030-45858-4_2,Chapter,
AI and Security of Critical Infrastructure,Handbook of Big Data Privacy,,,,10.1007/978-3-030-38557-6_2,Jacob SakhniniHadis KarimipourAli DehghantanhaReza M. Parizi,2020,http://link.springer.com/chapter/10.1007/978-3-030-38557-6_2,Chapter,
